favorite_count,source,text,location,place,in_reply_to_screen_name,is_retweet,created_at,retweet_count,id_str
1,Twitter for Android,b'Big shout out to Mount Dora Police adding some hospitality go on the waiting for Covid-19 shots https://t.co/M8iYHZlyvC',Toronto summer/Florida winter,"Mount Dora, FL",,False,Wed Jan 20 13:08:25 +0000 2021,0,b'1351879251960750080'
65,Twitter for iPhone,b'El \xc3\xa1rbitro uruguayo Leod\xc3\xa1n Gonz\xc3\xa1lez dio positivo por COVID-19 y no dirigir\xc3\xa1 la final de la #SudamericanaEnDIRECTV.\xe2\x80\xa6 https://t.co/HKggNrIRTA',"Buenos Aires, Argentina","Ciudad Autónoma de Buenos Aires, Argentina",,False,Wed Jan 20 13:08:48 +0000 2021,16,b'1351879349004337153'
0,Twitter for iPhone,b'Going to be a busy day. Lots of challenges to deal with. #GoodLuck Biden will need that and more. Definitely time t\xe2\x80\xa6 https://t.co/MNhDFi677y',"Lynn MA via NYC, SoCal&Panama","Lynn, MA",,False,Wed Jan 20 13:09:10 +0000 2021,0,b'1351879442394705920'
0,Twitter for iPhone,b'There was a long list of stuff that public health could not do before they could not handle coronavirus:\n\n1 Public\xe2\x80\xa6 https://t.co/lXZ75ziYNd',"Poway, CA","Poway, CA",blackbettyblog,False,Wed Jan 20 13:08:46 +0000 2021,0,b'1351879340712108032'
1,Twitter for iPhone,b'\xe0\xb8\x9c\xe0\xb8\xa1\xe0\xb8\x81\xe0\xb8\xb3\xe0\xb8\xa5\xe0\xb8\xb1\xe0\xb8\x87\xe0\xb9\x80\xe0\xb8\x8a\xe0\xb9\x87\xe0\xb8\x84\xe0\xb9\x84\xe0\xb8\x97\xe0\xb8\xa1\xe0\xb9\x8c\xe0\xb9\x84\xe0\xb8\xa5\xe0\xb8\x99\xe0\xb9\x8c\xe0\xb8\x94\xe0\xb8\xb5\xe0\xb9\x80\xe0\xb8\x88\xe0\xb8\x9a\xe0\xb8\xb8\xe0\xb9\x8a\xe0\xb8\x84\xe0\xb9\x82\xe0\xb8\x81\xe0\xb9\x8a\xe0\xb8\xb0 \xe0\xb9\x80\xe0\xb8\x9e\xe0\xb8\xa3\xe0\xb8\xb2\xe0\xb8\xb0\xe0\xb8\x9c\xe0\xb8\xa1\xe0\xb9\x84\xe0\xb8\x9b\xe0\xb8\x97\xe0\xb8\xb3\xe0\xb8\x87\xe0\xb8\xb2\xe0\xb8\x99\xe0\xb8\x81\xe0\xb8\xb1\xe0\xb8\x9a\xe0\xb8\x9a\xe0\xb8\xb8\xe0\xb9\x8a\xe0\xb8\x84\xe0\xb9\x82\xe0\xb8\x81\xe0\xb9\x8a\xe0\xb8\xb0\xe0\xb8\xa1\xe0\xb8\xb2\xe0\xb8\xa7\xe0\xb9\x88\xe0\xb8\xb2\xe0\xb9\x80\xe0\xb8\x88\xe0\xb8\xad\xe0\xb8\x94\xe0\xb8\xb5\xe0\xb9\x80\xe0\xb8\x88\xe0\xb8\xa1\xe0\xb8\xb0\xe0\xb8\x95\xe0\xb8\xb9\xe0\xb8\xa1\xe0\xb8\xab\xe0\xb8\xa3\xe0\xb8\xb7\xe0\xb8\xad\xe0\xb9\x84\xe0\xb8\xa1\xe0\xb9\x88 #COVID19',"ÜT: 13.750938,100.593208","Chorakhe Bua, Thailand",,False,Wed Jan 20 13:09:09 +0000 2021,0,b'1351879440532348928'
0,Twitter for Android,"b'J\xc3\xa1 perceberam que tudo \xc3\xa9 exceto o Brasil? \n\nObrigada @jairbolsonaro , ainda n\xc3\xa3o te agradeci hj por vc ser um asno n\xe2\x80\xa6 https://t.co/K7AZNDk7xM'","Ponta Grossa, Paraná","Ponta Grossa, Brasil",,False,Wed Jan 20 13:09:09 +0000 2021,0,b'1351879438707929090'
0,Twitter for Android,b'Is anyone concerned about the status of COVID-19 in schools?',"Nairobi, Kenya","Rift Valley, Kenya",,False,Wed Jan 20 13:09:19 +0000 2021,0,b'1351879480403484672'
0,Twitter for Android,b'Thank you @AmitShah ji....\xf0\x9f\x99\x8f\xf0\x9f\x8f\xbc https://t.co/vkZTSYcv4g',Bharat,"Vododara, India",,False,Wed Jan 20 13:09:23 +0000 2021,0,b'1351879496849244162'
0,Twitter for iPhone,b'@latimes The state with the most COVID cases and deaths also has the most Trump followers. #Covid19',"Bridgeport, CT","Bridgeport, CT",latimes,False,Wed Jan 20 13:09:20 +0000 2021,0,b'1351879483066732545'
1,Twitter for iPhone,b'So sad to read this. Condolences to Lil. Heartbreaking losing your twin sister after so many years devoted to each\xe2\x80\xa6 https://t.co/rNSHUUgVZP',"West Midlands, England","Birmingham, England",,False,Wed Jan 20 13:09:26 +0000 2021,0,b'1351879509532942337'
1,Twitter for Android,b'@ivanscalfarotto Che bello in piena pandemia mondiale #COVID19',Roma,"Rome, Lazio",ivanscalfarotto,False,Wed Jan 20 13:09:20 +0000 2021,0,b'1351879484283228164'
6,Twitter for Android,b'\xe0\xae\xa4\xe0\xae\xae\xe0\xae\xbf\xe0\xae\xb4\xe0\xae\x95\xe0\xae\xa4\xe0\xaf\x8d\xe0\xae\xa4\xe0\xae\xbf\xe0\xae\xb2\xe0\xaf\x8d \xe0\xae\x95\xe0\xaf\x8a\xe0\xae\xb0\xe0\xaf\x8b\xe0\xae\xa9\xe0\xae\xbe \xe0\xae\xa4\xe0\xae\x9f\xe0\xaf\x81\xe0\xae\xaa\xe0\xaf\x8d\xe0\xae\xaa\xe0\xaf\x82\xe0\xae\x9a\xe0\xae\xbf\xe0\xae\xaf\xe0\xae\xbe\xe0\xae\xb2\xe0\xaf\x8d \xe0\xae\xaf\xe0\xae\xbe\xe0\xae\xb0\xe0\xaf\x81\xe0\xae\x95\xe0\xaf\x8d\xe0\xae\x95\xe0\xaf\x81\xe0\xae\xae\xe0\xaf\x8d \xe0\xae\x8e\xe0\xae\xa8\xe0\xaf\x8d\xe0\xae\xa4\xe0\xae\xaa\xe0\xaf\x8d \xe0\xae\xaa\xe0\xae\xbe\xe0\xae\xa4\xe0\xae\xbf\xe0\xae\xaa\xe0\xaf\x8d\xe0\xae\xaa\xe0\xaf\x81\xe0\xae\xae\xe0\xaf\x8d \xe0\xae\x87\xe0\xae\xb2\xe0\xaf\x8d\xe0\xae\xb2\xe0\xaf\x88; \xe0\xae\xb5\xe0\xae\xa4\xe0\xae\xa8\xe0\xaf\x8d\xe0\xae\xa4\xe0\xae\xbf\xe0\xae\x95\xe0\xae\xb3\xe0\xaf\x88 \xe0\xae\xa8\xe0\xae\xae\xe0\xaf\x8d\xe0\xae\xaa \xe0\xae\xb5\xe0\xaf\x87\xe0\xae\xa3\xe0\xaf\x8d\xe0\xae\x9f\xe0\xae\xbe\xe0\xae\xae\xe0\xaf\x8d \n\n #TamilNadu |\xe2\x80\xa6 https://t.co/tIe387O0eD',"Tamil Nadu, India","Dharapuram, India",,False,Wed Jan 20 13:10:04 +0000 2021,4,b'1351879669964963850'
51,Twitter for iPhone,b'\xf0\x9f\x9a\xa8 ATENCI\xc3\x93N | Leodan Gonz\xc3\xa1lez dio positivo de COVID-19 y por lo tanto se pierde la final de la Copa Sudamericana par\xe2\x80\xa6 https://t.co/V9k2CfRYCD',"Montevideo, Uruguay","Montevideo, Uruguay",,False,Wed Jan 20 13:10:02 +0000 2021,8,b'1351879660112666625'
0,Twitter for iPhone,b'yeay https://t.co/uwlZqGEXkc',,"Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur",,False,Wed Jan 20 13:10:32 +0000 2021,0,b'1351879787065692160'
0,Twitter for Android,b'#InaugurationDay #PresidentBiden #VicePresidentHarris #UnitedStates #WashingtonDC #Inauguration2021 https://t.co/bsDs0VX1PP',United States,"Tulsa, OK",,False,Wed Jan 20 13:11:09 +0000 2021,0,b'1351879942456422405'
1,Twitter for iPhone,b'Doblemente sorpr\xc3\xa9ndete con la que ven\xc3\xada cayendo... #tremendo https://t.co/dNsGqyV1OH',Donostia,"Irun, Spain",,False,Wed Jan 20 13:11:52 +0000 2021,0,b'1351880121326727171'
2,Twitter for Android,b'@tvnnoticias @xsaezll estrategia que puede proteger a + gente + r\xc3\xa1pido. 2 dosis son necesarias para alcanzar avg. +\xe2\x80\xa6 https://t.co/aKhcw0wr2P',Panamá,"Washington, DC",tvnnoticias,False,Wed Jan 20 13:11:26 +0000 2021,1,b'1351880014158061574'
0,Twitter for iPhone,b'Mooi dat de Britse variant alleen grip krijgt op \xe2\x80\x9cHollandse\xe2\x80\x9d bodem. #COVID19',Nederland,"Peel en Maas, Nederland",,False,Wed Jan 20 13:11:26 +0000 2021,0,b'1351880014485217284'
0,Twitter for Android,"b""'An FT model based on the relationship between excess deaths and the daily Covid-19 fatality announcements from the\xe2\x80\xa6 https://t.co/qFsiOj3UtA""","Brighton, UK","Brighton, England",,False,Wed Jan 20 13:11:20 +0000 2021,1,b'1351879988384063489'
1,Twitter for iPhone,b'@ehforgetit Who\xe2\x80\x99s up for making #TrumpHasCOVIDday a national holiday? I don\xe2\x80\x99t think I\xe2\x80\x99ve ever seen the country in s\xe2\x80\xa6 https://t.co/bOz9GWVmpm',The Fourth Estate ,"Amherst, NY",ehforgetit,False,Wed Jan 20 13:12:03 +0000 2021,0,b'1351880169028538369'
7,Twitter for Android,b'@MvTurenhout Coronavirus of niet maar dit is ook belangrijk. Zie hoe de #nederlandseregering bewust en te weten de\xe2\x80\xa6 https://t.co/8AdOsKNCFs',Amsterdam,"Amsterdam, The Netherlands",MvTurenhout,False,Wed Jan 20 13:12:32 +0000 2021,8,b'1351880288519991296'
0,Twitter for iPhone,b'Bon il en est quoi au final? Bien ou pas bien le m\xc3\xa9doc? Car j\xe2\x80\x99en connais qui doit \xc3\xaatre tout fou d\xe2\x80\x99avoir eu raison a\xe2\x80\xa6 https://t.co/iq9NGzgYUp',,"Schaarbeek, België",,False,Wed Jan 20 13:13:10 +0000 2021,0,b'1351880449962946560'
0,Twitter for iPhone,b'Que asco de gobierno @IvanDuque https://t.co/UmNLrpGfTP',Colombia,"Bogotá, D.C., Colombia",,False,Wed Jan 20 13:13:09 +0000 2021,0,b'1351880443902177283'
0,Twitter for Android,b'Muito tempo. Nossa pressa \xc3\xa9 pela vida. https://t.co/dKOH8mlox2',"Salvador, Brasil","Salvador, Brazil",,False,Wed Jan 20 13:13:17 +0000 2021,0,b'1351880479444770816'
2,Twitter for Android,b'What about us? https://t.co/yJAALVKf3a',karachi. pakistan,"Karachi, Pakistan",,False,Wed Jan 20 13:13:33 +0000 2021,0,b'1351880545945452546'
0,Twitter for Android,b'No podemos vivir en paz en nuestro pa\xc3\xads cuando hay mucha desigualdad. https://t.co/7Zg3gFVoS0',"Bogotá, D.C., Colombia","Barranquilla, Colombia",,False,Wed Jan 20 13:14:01 +0000 2021,0,b'1351880664858185741'
4,Twitter for Android,"b'Il vous reste 10 jours monsieur @olivierveran pour faire le #million, soit pr\xc3\xa8s de 420.000 #vaccinations.\n\n#COVID19'",Vernon,"Vernon, France",,False,Wed Jan 20 13:13:47 +0000 2021,2,b'1351880602425954305'
1,Twitter for iPhone,b'Doorpakken. Eindelijk. @MinPres Rutte. #COVID19 #avondklok #notimetowaste https://t.co/SWMSeT8PPa',"Bodrum, Muğla","Bodrum, Türkiye",,False,Wed Jan 20 13:13:35 +0000 2021,1,b'1351880556108263424'
0,Twitter for iPhone,b'Onze hoop is de tweede kamer.. #avondklok #coronamaatregelen #COVID19 https://t.co/4tbQbrkalr',"Apeldoorn, Nederland","Utrecht, The Netherlands",,False,Wed Jan 20 13:13:53 +0000 2021,0,b'1351880628762009600'
2,Twitter for iPhone,"b'@BAG_OFSP_UFSP Comment expliquer que la Suisse, un des pays les plus riches au monde ne soit pas capable de faire m\xe2\x80\xa6 https://t.co/xnsHxvnlCF'",,"Bulle, Switzerland",BAG_OFSP_UFSP,False,Wed Jan 20 13:13:58 +0000 2021,2,b'1351880651608387584'
0,Twitter for Android,b'@StHughsCollege will you please ask Prof Anthony Harnden of JCVI to ensure all in Group 6 are vaccinated before pri\xe2\x80\xa6 https://t.co/uuhOQC0eLM',Holloway boy living in Wales,"Blackwood, Wales",StHughsCollege,False,Wed Jan 20 13:14:52 +0000 2021,0,b'1351880875621937158'
3,Twitter for Android,b'All credit goes to the Home minister Shri @AmitShah ji. https://t.co/R4h9rzydaN',"Mumbai, Maharashtra ; India","Meghnagar, India",,False,Wed Jan 20 13:15:03 +0000 2021,2,b'1351880921939542017'
1,Twitter for Android,"b'@General_K23 Hes a coronavirus discovery of the year, kumawood always made him play de wrong role \xf0\x9f\x98\x82'","Banda Ahenkro, Ghana","Accra, Ghana",General_K23,False,Wed Jan 20 13:14:38 +0000 2021,0,b'1351880817312739328'
0,Twitter for iPhone,b'\xf0\x9f\xa4\x9e\xf0\x9f\x99\x8f https://t.co/4iOEBelbHq',"Lafayette, CO","Lafayette, CO",,False,Wed Jan 20 13:14:44 +0000 2021,0,b'1351880844365844480'
86,Twitter for Android,"b'""KEND\xc4\xb0 A\xc5\x9eISINA KAVU\xc5\x9eAN ENDER \xc3\x9cLKE T\xc3\x9cRK\xc4\xb0YE "" #ko\xc3\xa7akfarma #pandemi #COVID19 #yerliueretim #YerliveMilliSanayi #a\xc5\x9f\xc4\xb1 https://t.co/haY7bDL3Nc'",Ankara,"Ankara, Türkiye",,False,Wed Jan 20 13:15:53 +0000 2021,13,b'1351881131340279811'
1,Twitter for Android,"b""UK Government: All pharmacies should to be able to play a part in the UK's Covid-19 vaccine programme - Sign the Pe\xe2\x80\xa6 https://t.co/gQNjDMrM8O""",,"Ridgeway, England",,False,Wed Jan 20 13:16:14 +0000 2021,0,b'1351881222964838401'
10,Twitter for Android,b'Mierdastanto en Plomombia...\n\xc2\xbfVacuna?\xc2\xbfDe qu\xc3\xa9 me hablas viejo? https://t.co/BcAwXJ3i3e',Bogotá,"Bogotá, D.C., Colombia",,False,Wed Jan 20 13:16:26 +0000 2021,8,b'1351881272847691777'
0,Twitter for Android,b'E a\xc3\xad? Vai vacinar ou vacilar?  #vacina #COVID19 #CoronaVac #ForaBolsonaro #ImpeachmentBolsonaro #vaivacinar\xe2\x80\xa6 https://t.co/JGUcOF2pt5',BH,"Belo Horizonte, Brazil",,False,Wed Jan 20 13:16:39 +0000 2021,0,b'1351881324601204737'
2,Twitter for iPhone,b'https://t.co/TG12ct35ZK https://t.co/4jFExHnxTn',"Lansing, MI","Lansing, MI",,False,Wed Jan 20 13:16:57 +0000 2021,0,b'1351881401117900800'
3,Twitter for Android,b'Minha m\xc3\xa3e tomou a vacina do coronavirus',,"Rio de Janeiro, Brazil",,False,Wed Jan 20 13:16:50 +0000 2021,0,b'1351881374152744966'
0,Twitter for iPhone,b'Have you read this @DavidLammy ? https://t.co/0n46UiZ3Qz https://t.co/Sr6BLdxVYM',,"Glasgow, Scotland",,False,Wed Jan 20 13:17:27 +0000 2021,0,b'1351881527857176585'
0,Twitter for iPhone,b'Ik ben heel benieuwd hoe het #inreizen van Duitsers in de #grensstreek beperkt gaat worden @RobJetten #COVID19\xe2\x80\xa6 https://t.co/bfNSrd3xin',Millingen aan de Rijn,"Millingen aan de Rijn, Nederland",,False,Wed Jan 20 13:17:25 +0000 2021,0,b'1351881517195284482'
0,Twitter for Android,"b""He does have a point\n\nHow many Welsh ppl have been 'killed' due to not testing ppl in or out at Cardiff airport  ?\xe2\x80\xa6 https://t.co/w5AKTHYtIP""","Cardiff, Wales","Cardiff, Wales",,False,Wed Jan 20 13:17:26 +0000 2021,0,b'1351881524006813701'
0,Twitter for iPhone,b'Nos toca a todos ser responsables y dar Gracias a aquellos que a diario sacrifican sus vidas por las nuestras en es\xe2\x80\xa6 https://t.co/ZU3tNGmyFe',Puerto Rico,"Bayamón, Puerto Rico",,False,Wed Jan 20 13:17:10 +0000 2021,0,b'1351881457879441408'
1,Twitter for Android,"b'The Final Countdown.\nPlus que 10 jours monsieur @olivierveran pour faire le #million, soit pr\xc3\xa8s de 420.000\xe2\x80\xa6 https://t.co/aIYs4Iy9QB'",Vernon,"Vernon, France",,False,Wed Jan 20 13:17:55 +0000 2021,1,b'1351881644215562240'
2,Twitter for Android,b'Donald has left the building \xf0\x9f\x99\x8b\xe2\x80\x8d\xe2\x99\x82\xef\xb8\x8f\xf0\x9f\x99\x8b\xe2\x80\x8d\xe2\x99\x80\xef\xb8\x8f\xf0\x9f\x99\x8b\xf0\x9f\xa7\x8f\xe2\x80\x8d\xe2\x99\x82\xef\xb8\x8f\n\nBiden inauguration: Trump to leave White House for Florida before cerem\xe2\x80\xa6 https://t.co/m832Fl94eb',High Wycombe,"High Wycombe, England",,False,Wed Jan 20 13:18:20 +0000 2021,0,b'1351881748771176448'
1,Twitter for Android,b'Keren bingits kakak mimin... \xf0\x9f\x91\x8d\xf0\x9f\x91\x8d\xf0\x9f\x91\x8d https://t.co/qsGa5k2YcG',"Surabaya, East Java","Waru, Indonesia",,False,Wed Jan 20 13:18:30 +0000 2021,0,b'1351881791011913735'
42,Twitter for iPhone,b'COVID-19 has not eliminated the existence of other health threats. Plus keep yourselves safe and engage in safe and healthy practices please',Gem of the Caribbean 🇧🇧,Barbados,,False,Wed Jan 20 13:18:56 +0000 2021,22,b'1351881901582254082'
43,Twitter for iPhone,"b'No, si al final aqu\xc3\xad se ha vacunado todo Clifford menos la poblaci\xc3\xb3n de riesgo \xf0\x9f\xa4\xa6\xf0\x9f\x8f\xbb\xe2\x80\x8d\xe2\x99\x82\xef\xb8\x8f https://t.co/1k4kP6aDhf'","Madrid, Comunidad de Madrid España","Madrid, Spain",,False,Wed Jan 20 13:18:50 +0000 2021,5,b'1351881877171413004'
0,Twitter for iPhone,b'Teachers and staff with the Springdale School District will begin to receive the COVID-19 vaccine today.  \n\nThe sch\xe2\x80\xa6 https://t.co/G7wo1W3fRs',Northwest Arkansas,"Arkansas, USA",,False,Wed Jan 20 13:19:19 +0000 2021,0,b'1351881997107523584'
1,Twitter for Android,"b'@fred_guttenberg @JoeBiden @SenKamalaHarris Now when you stop celebrate, what can you do about our Nation ? Califor\xe2\x80\xa6 https://t.co/5RJtQnLtRd'",,"Ventura, CA",fred_guttenberg,False,Wed Jan 20 13:19:13 +0000 2021,0,b'1351881973585768449'
0,Twitter for Android,b'\xf0\x9f\x98\xb3\nhttps://t.co/IEnA6WSdCt',"Alfajarín, España","Alfajarín, España",,False,Wed Jan 20 13:19:26 +0000 2021,0,b'1351882026341851138'
2,Twitter for iPhone,b'Confundiram o grupo de risco com o grupo de ricos\n\n#vacina \n#COVID19 \n#vacina\xc3\xa7\xc3\xa3o',Brasil,"Manaus, Brazil",,False,Wed Jan 20 13:20:34 +0000 2021,0,b'1351882312829595658'
3,dlvr.it,"b'#Coronavirus: So geht es jetzt mit Lockerungen, neuen Ma\xc3\x9fnahmen und Regeln weiter https://t.co/SxIeIzijYY'",Köln,"Cologne, Germany",,False,Wed Jan 20 13:20:34 +0000 2021,2,b'1351882309583060998'
0,Twitter for Android,b'Everyone please watch. This is why. \n\nGod bless Charlie Mr. @esglaude https://t.co/Sz82Pn9tRn',"Grand Rapids, MI","East Grand Rapids, MI",,False,Wed Jan 20 13:20:52 +0000 2021,0,b'1351882387492380676'
0,Twitter for iPhone,b'LEPAS TU KALAU DAH SORANG POSITIF TERUS SEMUA KENA KUARANTIN ALAH PENAT LA AKU DUDUK DALAM NEGARA DENGAN KERAJAAN M\xe2\x80\xa6 https://t.co/QOpcUy91TL',"Tanjong Surat, Johor","Tanjong Surat, Johor",,False,Wed Jan 20 13:20:56 +0000 2021,0,b'1351882405540319234'
0,Twitter for Android,b'Falo nada\nBoa @jairbolsonaro https://t.co/XD9xkZu6S4',"Ponta Grossa, Paraná","Ponta Grossa, Brasil",,False,Wed Jan 20 13:21:40 +0000 2021,0,b'1351882587032211458'
0,Twitter for Android,b'https://t.co/jQgibcptih',London & Woking (from Leeds!),"Woking, South East",,False,Wed Jan 20 13:21:32 +0000 2021,0,b'1351882556728348672'
0,Twitter for iPhone,b'errr https://t.co/VU0FQwTH7q',"são paulo, brasil.","Sao Paulo, Brazil",,False,Wed Jan 20 13:21:12 +0000 2021,0,b'1351882472976502789'
1,Twitter for Android,"b'Cambios y retos por Covid-19 \n\xe2\xac\x87\xef\xb8\x8f Transporte P\xc3\xbablico, riesgo de contagio \n\xe2\xac\x86\xef\xb8\x8f Uso de bicicleta y viajes a pie, seguri\xe2\x80\xa6 https://t.co/6nXrl2JT1T'","Bogotá, Colombia","Bogotá, D.C., Colombia",dhidalgo65,False,Wed Jan 20 13:21:25 +0000 2021,1,b'1351882524461588480'
4,Twitter for Android,b'Tras recuperarse de Covid19 quieren destacar la atenci\xc3\xb3n de profesionales del Hospital - https://t.co/Hao3R4Oc0e',Ayacucho Bs Aires Argentina,"Tandil, Argentina",,False,Wed Jan 20 13:22:34 +0000 2021,0,b'1351882814283722752'
1,Twitter for Android,b'\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3 Ik dacht ook even dat het satire was \xf0\x9f\x98\xb3...\xf0\x9f\x98\x84\xf0\x9f\x98\x84\xf0\x9f\x98\x84 https://t.co/izt5mwWgBP',Zoetermeer,"Zoetermeer, Nederland",,False,Wed Jan 20 13:22:50 +0000 2021,0,b'1351882880885133312'
0,Twitter for Android,b'https://t.co/1eTqcTRPdz',"Oklahoma City, OK","The Village, OK",,False,Wed Jan 20 13:22:42 +0000 2021,0,b'1351882850048630791'
0,Twitter for Android,b'https://t.co/U62LOAKo30',Cambridge,"Cambridge, England",,False,Wed Jan 20 13:22:23 +0000 2021,0,b'1351882766816849922'
0,dlvr.it,b'\xf0\x9f\x87\xa6\xf0\x9f\x87\xb9 Anschober: Zus\xc3\xa4tzlich mehrere Millionen Dosen der Covid-Schutzimpfung geordert https://t.co/vij1xxeKId #covid #covid19 #corona',Austria,"Vienna, Austria",,False,Wed Jan 20 13:23:32 +0000 2021,0,b'1351883059142905860'
0,dlvr.it,b'\xf0\x9f\x87\xa6\xf0\x9f\x87\xb9 FP\xc3\x96 \xe2\x80\x93 Ragger: Blinde und sehbehinderte Menschen sind von Covid-19-Ma\xc3\x9fnahmen schwer betroffen\xe2\x80\xa6 https://t.co/cyFIi6jGcs',Austria,"Vienna, Austria",,False,Wed Jan 20 13:23:32 +0000 2021,0,b'1351883057624612865'
0,Twitter for iPhone,b'Hope it\xe2\x80\x99s a positive news https://t.co/M5u8PT09wp',"Tanjong Surat, Johor","Tanjong Surat, Johor",,False,Wed Jan 20 13:23:32 +0000 2021,0,b'1351883059667238913'
0,Twitter for iPhone,b'Did anyone think it would actually go ahead though? *acts shocked* https://t.co/yqRklhNn5u',"Dublin City, Ireland","Dublin City, Ireland",,False,Wed Jan 20 13:22:59 +0000 2021,0,b'1351882918768103426'
3,Twitter for Android,b'Interesting interview... https://t.co/8DMtnsq07D',"Lewiston, ID","Oregon, USA",,False,Wed Jan 20 13:23:38 +0000 2021,2,b'1351883085428625411'
5,Twitter for Android,b'Esto a Villegas ya no le preocupa. @Murciasalud #VillegasDimision #Covid_19 #RegiondeMurcia https://t.co/gvkcgBRh16',,"Archena, España",,False,Wed Jan 20 13:23:37 +0000 2021,3,b'1351883080022241283'
11,Twitter for iPhone,b'Les deseo a todas y todos un #FelizMiercoles \n\nHoy finaliza el debate de #ControlPol\xc3\xadtico acerca del COVID19\xf0\x9f\xa6\xa0 en el\xe2\x80\xa6 https://t.co/Bt5hjbz17D',Bogotá D.C.,"Bogotá, D.C., Colombia",,False,Wed Jan 20 13:23:49 +0000 2021,4,b'1351883127829000193'
1,Twitter for iPhone,"b'That\xe2\x80\x99s reparation, bro. Colonizers shouldn\xe2\x80\x99t be mad. https://t.co/EtOYp4UOo5'",Bay Area-Nairobi-Ekaterinburg.,"Ekaterinburg, Russia",,False,Wed Jan 20 13:23:36 +0000 2021,2,b'1351883073701502976'
0,Twitter for iPhone,b'Los medios de TVN chilenos solo informan lo que les encomienda el gobierno. @TVN @canal13 @chilevision @Mega son un\xe2\x80\xa6 https://t.co/WjKnXM4Bv1',𝘾𝙊𝙌𝙐𝙄𝙈𝘽𝙊 - 𝘾𝙃𝙄𝙇𝙀,"Coquimbo, Chile",,False,Wed Jan 20 13:23:35 +0000 2021,0,b'1351883072019582986'
1,Twitter for iPad,"b""Le @PrefetVendee autorise l\xe2\x80\x99ouverture d\xc3\xa9rogatoire des commerces les dimanches 24 et 31 janvier 2021, jusqu'\xc3\xa0 17h30.\xe2\x80\xa6 https://t.co/1WOv4eXXcc""","La Roche-sur-Yon, France","La Roche-sur-Yon, France",,False,Wed Jan 20 13:24:26 +0000 2021,0,b'1351883284968599552'
0,Twitter for Android,b'The world can breathe a bit easier now that clown has gone. #Trump #InaugurationDay https://www.theguardian.cTrumps\xe2\x80\xa6 https://t.co/WbODqrpXqj',Bromborough ,"Birkenhead, England",,False,Wed Jan 20 13:24:19 +0000 2021,0,b'1351883257005150210'
0,Twitter for iPhone,b'Ohhhh https://t.co/U1UGuiTAlG',"Dar es Salaam, Tanzania","Dar es Salaam, Tanzania",,False,Wed Jan 20 13:24:20 +0000 2021,0,b'1351883257898364934'
56,Twitter for iPhone,b'#TamonessaJuntxs \xe2\x9d\xa4\xef\xb8\x8f https://t.co/rGnUmHoGFk',,"Rio de Janeiro, Brazil",,False,Wed Jan 20 13:25:00 +0000 2021,3,b'1351883425926549505'
1,Twitter for iPhone,b'1 in 4 doctors harassed online in @chicagotribune. Research @NorthwesternU and @UChicago #MedTwitter \n\nhttps://t.co/fV9dJNmFEL',"Chicago, IL","Chicago, IL",,False,Wed Jan 20 13:25:08 +0000 2021,1,b'1351883459967524864'
3,Twitter for Android,b'\xf0\x9f\xa4\xae https://t.co/iWY5NNvCXD',Burgos,"Burgos, Spain",,False,Wed Jan 20 13:25:32 +0000 2021,0,b'1351883562220445697'
1,Twitter for iPhone,b'@PDevonian Great news about the COVID-19 test. Good job you wasn\xe2\x80\x99t in the navy!! Then I\xe2\x80\x99d be worried \xf0\x9f\x98\x80\xf0\x9f\x98\x80\xf0\x9f\x98\x80 https://t.co/rIn2lLDJVh',"Moulton, England","Broughton, Wales",PDevonian,False,Wed Jan 20 13:25:18 +0000 2021,0,b'1351883501990240260'
1,Twitter for iPhone,b'#whendoesitstop #COVID19 #gymmotivation #coronavirus #fit #wednesdaythought #thoughtoftheday',"Newmarket, Ontario","Newmarket, Ontario",kristen_large,False,Wed Jan 20 13:25:19 +0000 2021,1,b'1351883505073090560'
0,Twitter for Android,b'Dimiten los directores de los hospitales de Basurto y Santa Marina por vacunarse contra el coronavirus y saltarse e\xe2\x80\xa6 https://t.co/l4vLkGkxrK',Mijas (Málaga) - España,"Mijas, Spain",,False,Wed Jan 20 13:25:43 +0000 2021,0,b'1351883609616084992'
1,Twitter for Android,b'sudah capek body gede pengen semok langsing kayak #GISELLE  sudah saatnya kamu cobain UMI GREEN COFFEE sehat dapat\xe2\x80\xa6 https://t.co/ebQbcXmIaS',"Yogyakarta ,indonesia","Gondokusuman, Indonesia",,False,Wed Jan 20 13:25:53 +0000 2021,0,b'1351883650875285504'
0,Twitter for Android,b'De grondwet staat toe om verkiezingen in noodsituaties met een jaar uit te stellen.\n#iklaatmijvaccineren #COVID19\xe2\x80\xa6 https://t.co/D2qgmQC3gB',Nederland Valkenburg ,"Venray, Nederland",,False,Wed Jan 20 13:27:18 +0000 2021,0,b'1351884006816690178'
2,Twitter for Android,b'@joselui15252727 Jos\xc3\xa9 Luis yo no dudo que tuvieras Coronavirus pero todo lo que est\xc3\xa1 pasando obedece a un plan maqu\xe2\x80\xa6 https://t.co/eZNZLSEwmk',"Alfajarín, España","Alfajarín, España",joselui15252727,False,Wed Jan 20 13:27:18 +0000 2021,1,b'1351884005231235074'
